package	version	architecture	apt_mark	category	rebuild_profile	direct_or_dependency	component_or_feature	reason	evidence	confidence	notes
libegl1:arm64	1.7.0-1+b2	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: weston, xserver-xorg-core, libegl1-mesa-dev:arm64.	medium	parents=weston,xserver-xorg-core,libegl1-mesa-dev:arm64
libegl1:armhf	1.7.0-1+b2	armhf	auto	foreign-architecture	experimental-full-clone	dependency	armhf compatibility	Foreign-architecture package retained for compatibility, likely related to Wine or multimedia compatibility layers.	dpkg foreign architecture is armhf; package architecture is armhf.	medium	none
libelf1t64:arm64	0.192-4	arm64	manual	optional-utility	optional	direct	manual utility or application	Manually marked package preserved as installed state; functional role separate from APT mark.	Manual APT mark; no package-changing action authorized.	low	none
libelf1t64:armhf	0.192-4	armhf	manual	foreign-architecture	experimental-full-clone	direct	armhf compatibility	Foreign-architecture package retained for compatibility, likely related to Wine or multimedia compatibility layers.	dpkg foreign architecture is armhf; package architecture is armhf.	medium	none
libenca0:arm64	1.19-3	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: qmmp.	medium	parents=qmmp
libenchant-2-2:arm64	2.8.2+dfsg1-3	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: libwebkit2gtk-4.1-0:arm64, about-this-pi-forma, at-ease.	medium	parents=libwebkit2gtk-4.1-0:arm64,about-this-pi-forma,at-ease
libencode-locale-perl	1.05-3	all	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: devscripts.	medium	parents=devscripts
libepoxy-dev:arm64	1.5.10-2	arm64	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
libepoxy0:arm64	1.5.10-2	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: fbi, libgtk-3-0t64:arm64, libwebkit2gtk-4.1-0:arm64.	medium	parents=fbi,libgtk-3-0t64:arm64,libwebkit2gtk-4.1-0:arm64
liberror-perl	0.17030-1	all	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: git.	medium	parents=git
libev4t64:arm64	1:4.33-2.1+b1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: picom.	medium	parents=picom
libevdev2:arm64	1.13.4+dfsg-1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: weston, wf-panel-pi, labwc.	medium	parents=weston,wf-panel-pi,labwc
libevdocument3-4t64:arm64	48.1-3+deb13u1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
libevent-2.1-7t64:arm64	2.1.12-stable-10+b1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: firefox.	medium	parents=firefox
libevent-core-2.1-7t64:arm64	2.1.12-stable-10+b1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: rpd-common, rpd-wayland-core, rpd-x-core.	medium	parents=rpd-common,rpd-wayland-core,rpd-x-core
libevview3-3t64:arm64	48.1-3+deb13u1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
libexempi8:arm64	2.6.6-2	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
libexif12:arm64	0.6.25-1+deb13u1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: fbi, pcmanfm, thunar.	medium	parents=fbi,pcmanfm,thunar
libexif12:armhf	0.6.25-1+deb13u1	armhf	auto	foreign-architecture	experimental-full-clone	dependency	armhf compatibility	Foreign-architecture package retained for compatibility, likely related to Wine or multimedia compatibility layers.	dpkg foreign architecture is armhf; package architecture is armhf.	medium	none
libexo-2-0:arm64	4.20.0-1	arm64	auto	experiment	experimental-full-clone	dependency	desktop/application experiment	Preserved experiment, alternate desktop/session implementation, or future-feature candidate.	APT/dpkg history and installed launchers indicate desktop/app experimentation; owner requested experiments be preserved.	medium	none
libexo-common	4.20.0-1	all	auto	experiment	experimental-full-clone	dependency	desktop/application experiment	Preserved experiment, alternate desktop/session implementation, or future-feature candidate.	APT/dpkg history and installed launchers indicate desktop/app experimentation; owner requested experiments be preserved.	medium	none
libexpat1-dev:arm64	2.7.1-2	arm64	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
libexpat1:arm64	2.7.1-2	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: avahi-daemon, chromium, cmake.	medium	parents=avahi-daemon,chromium,cmake
libexpat1:armhf	2.7.1-2	armhf	auto	foreign-architecture	experimental-full-clone	dependency	armhf compatibility	Foreign-architecture package retained for compatibility, likely related to Wine or multimedia compatibility layers.	dpkg foreign architecture is armhf; package architecture is armhf.	medium	none
libext2fs2t64:arm64	1.47.2-3+b11	arm64	manual	optional-utility	optional	direct	manual utility or application	Manually marked package preserved as installed state; functional role separate from APT mark.	Manual APT mark; no package-changing action authorized.	low	none
libextutils-depends-perl	0.8002-1	all	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: libgtk3-perl.	medium	parents=libgtk3-perl
libfaad2:arm64	2.11.2-1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: qmmp, vlc.	medium	parents=qmmp,vlc
libfakeroot:arm64	1.37.1.1-1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
libfarmhash0:arm64	0~git20190513.0d859a8-3+b1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
libfcitx-config4:arm64	1:4.2.9.9-2+b1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: fcitx-libs-dev.	medium	parents=fcitx-libs-dev
libfcitx-core0:arm64	1:4.2.9.9-2+b1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: fcitx-libs-dev.	medium	parents=fcitx-libs-dev
libfcitx-gclient1:arm64	1:4.2.9.9-2+b1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: fcitx-libs-dev.	medium	parents=fcitx-libs-dev
libfcitx-utils0:arm64	1:4.2.9.9-2+b1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: fcitx-libs-dev.	medium	parents=fcitx-libs-dev
libfdisk1:arm64	2.41-5	arm64	manual	optional-utility	optional	direct	manual utility or application	Manually marked package preserved as installed state; functional role separate from APT mark.	Manual APT mark; no package-changing action authorized.	low	none
libfdt1:arm64	1.7.2-2+b1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: raspi-utils, rpi-eeprom.	medium	parents=raspi-utils,rpi-eeprom
libfeedback-0.0-0:arm64	0.8.2-1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
libffado2:arm64	2.4.9-2	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: pipewire:arm64, pipewire-pulse, rpd-common.	medium	parents=pipewire:arm64,pipewire-pulse,rpd-common
libffi-dev:arm64	3.4.8-2	arm64	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
libffi8:arm64	3.4.8-2	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: firefox, shellcheck, libgtk3-perl.	medium	parents=firefox,shellcheck,libgtk3-perl
libffi8:armhf	3.4.8-2	armhf	auto	foreign-architecture	experimental-full-clone	dependency	armhf compatibility	Foreign-architecture package retained for compatibility, likely related to Wine or multimedia compatibility layers.	dpkg foreign architecture is armhf; package architecture is armhf.	medium	none
libffmpegthumbnailer4v5:arm64	2.2.3-2	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: ffmpegthumbnailer.	medium	parents=ffmpegthumbnailer
